  x,y,z,rho,u,v,w,p
     7.288140,      1.263158,      0.000000,      1.032468,    165.526917,     -9.265638,      0.000000,  84872.156250
     7.457630,      1.263158,      0.000000,      1.033456,    164.957748,     -7.620585,      0.000000,  84985.929688
     7.627120,      1.263158,      0.000000,      1.034011,    164.643143,     -6.227701,      0.000000,  85049.804688
     7.796610,      1.263158,      0.000000,      1.034291,    164.492462,     -5.069939,      0.000000,  85082.093750
     7.966100,      1.263158,      0.000000,      1.034391,    164.445938,     -4.120374,      0.000000,  85093.617188
     8.135590,      1.263158,      0.000000,      1.034393,    164.458511,     -3.348446,      0.000000,  85093.882812
     8.305090,      1.263158,      0.000000,      1.034336,    164.503967,     -2.724658,      0.000000,  85087.335938
     8.474580,      1.263158,      0.000000,      1.034256,    164.564056,     -2.223253,      0.000000,  85078.101562
     8.644070,      1.263158,      0.000000,      1.034163,    164.628662,     -1.821386,      0.000000,  85067.453125
     8.813560,      1.263158,      0.000000,      1.034068,    164.693405,     -1.501078,      0.000000,  85056.593750
     8.983050,      1.263158,      0.000000,      1.033977,    164.754074,     -1.248543,      0.000000,  85046.117188
     9.152540,      1.263158,      0.000000,      1.033895,    164.810562,     -1.052782,      0.000000,  85036.679688
     9.322030,      1.263158,      0.000000,      1.033816,    164.861847,     -0.904575,      0.000000,  85027.742188
     9.491530,      1.263158,      0.000000,      1.033749,    164.909760,     -0.798323,      0.000000,  85019.929688
     9.661020,      1.263158,      0.000000,      1.033680,    164.953430,     -0.727785,      0.000000,  85012.343750
     9.830510,      1.263158,      0.000000,      1.033623,    164.995850,     -0.690859,      0.000000,  85005.695312
    10.000000,      1.263158,      0.000000,      1.033612,    165.028900,     -0.678644,      0.000000,  85003.226562
     0.000000,      1.421053,      0.000000,      1.035739,    164.075653,      0.054357,      0.000000,  85224.960938
     0.169490,      1.421053,      0.000000,      1.035740,    164.074326,      0.150556,      0.000000,  85225.085938
     0.338980,      1.421053,      0.000000,      1.035745,    164.071762,      0.300362,      0.000000,  85225.617188
     0.508470,      1.421053,      0.000000,      1.035751,    164.067947,      0.464076,      0.000000,  85226.296875
     0.677970,      1.421053,      0.000000,      1.035761,    164.062576,      0.647238,      0.000000,  85227.492188
     0.847460,      1.421053,      0.000000,      1.035773,    164.056335,      0.857668,      0.000000,  85228.859375
     1.016950,      1.421053,      0.000000,      1.035783,    164.051575,      1.104108,      0.000000,  85230.054688
     1.186440,      1.421053,      0.000000,      1.035791,    164.048798,      1.396821,      0.000000,  85230.898438
     1.355930,      1.421053,      0.000000,      1.035789,    164.052551,      1.747703,      0.000000,  85230.757812
     1.525420,      1.421053,      0.000000,      1.035767,    164.068558,      2.171123,      0.000000,  85228.187500
     1.694920,      1.421053,      0.000000,      1.035712,    164.104660,      2.683737,      0.000000,  85221.875000
     1.864410,      1.421053,      0.000000,      1.035604,    164.174576,      3.304468,      0.000000,  85209.484375
     2.033900,      1.421053,      0.000000,      1.035410,    164.298599,      4.055057,      0.000000,  85187.101562
     2.203390,      1.421053,      0.000000,      1.035078,    164.504059,      4.959251,      0.000000,  85148.960938
     2.372880,      1.421053,      0.000000,      1.034549,    164.833755,      6.037234,      0.000000,  85088.054688
     2.542370,      1.421053,      0.000000,      1.033729,    165.343094,      7.308294,      0.000000,  84993.710938
     2.711860,      1.421053,      0.000000,      1.032509,    166.105011,      8.774446,      0.000000,  84853.375000
     2.881360,      1.421053,      0.000000,      1.030747,    167.203033,     10.429636,      0.000000,  84650.773438
     3.050850,      1.421474,      0.000000,      1.028278,    168.739487,     12.228341,      0.000000,  84367.257812
     3.220340,      1.428853,      0.000000,      1.024859,    170.876892,     14.040024,      0.000000,  83975.054688
     3.389830,      1.444958,      0.000000,      1.020297,    173.722580,     15.691634,      0.000000,  83452.570312
     3.559320,      1.468653,      0.000000,      1.014594,    177.271240,     16.993189,      0.000000,  82800.617188
     3.728810,      1.498263,      0.000000,      1.007865,    181.437119,     17.756758,      0.000000,  82033.328125
     3.898310,      1.531700,      0.000000,      1.000382,    186.044052,     17.824497,      0.000000,  81182.367188
     4.067800,      1.566616,      0.000000,      0.992528,    190.845627,     17.092602,      0.000000,  80292.054688
     4.237290,      1.600547,      0.000000,      0.984775,    195.546463,     15.527070,      0.000000,  79415.976562
     4.406780,      1.631100,      0.000000,      0.977631,    199.835083,     13.165768,      0.000000,  78611.164062
     4.576270,      1.656126,      0.000000,      0.971608,    203.411377,     10.107984,      0.000000,  77934.531250
     4.745760,      1.673858,      0.000000,      0.967171,    206.014389,      6.502885,      0.000000,  77437.132812
     4.915250,      1.683047,      0.000000,      0.964682,    207.449020,      2.538677,      0.000000,  77158.726562
     5.084750,      1.683047,      0.000000,      0.964351,    207.605606,     -1.568917,      0.000000,  77122.265625
     5.254240,      1.673858,      0.000000,      0.966205,    206.470596,     -5.590964,      0.000000,  77330.664062
     5.423730,      1.656126,      0.000000,      0.970077,    204.126999,     -9.300425,      0.000000,  77765.601562
     5.593220,      1.631100,      0.000000,      0.975635,    200.752869,    -12.487782,      0.000000,  78391.054688
     5.762710,      1.600547,      0.000000,      0.982430,    196.605316,    -14.980440,      0.000000,  79157.500000
     5.932200,      1.566616,      0.000000,      0.989947,    191.992676,    -16.663471,      0.000000,  80007.890625
     6.101700,      1.531700,      0.000000,      0.997665,    187.238235,    -17.494919,      0.000000,  80883.796875
     6.271190,      1.498263,      0.000000,      1.005104,    182.646866,    -17.508694,      0.000000,  81730.664062
     6.440680,      1.468653,      0.000000,      1.011860,    178.472183,    -16.809038,      0.000000,  82501.859375
     6.610170,      1.444958,      0.000000,      1.017650,    174.897125,    -15.555374,      0.000000,  83164.375000
     6.779660,      1.428853,      0.000000,      1.022321,    172.016464,    -13.938960,      0.000000,  83699.914062
     6.949150,      1.421474,      0.000000,      1.025867,    169.839600,    -12.147508,      0.000000,  84106.984375
     7.118640,      1.421053,      0.000000,      1.028419,    168.276840,    -10.367595,      0.000000,  84400.085938
     7.288140,      1.421053,      0.000000,      1.030232,    167.162094,     -8.729606,      0.000000,  84608.492188
     7.457630,      1.421053,      0.000000,      1.031503,    166.384293,     -7.275921,      0.000000,  84754.757812
     7.627120,      1.421053,      0.000000,      1.032353,    165.864151,     -6.018942,      0.000000,  84852.554688
     7.796610,      1.421053,      0.000000,      1.032914,    165.524521,     -4.954008,      0.000000,  84917.148438
     7.966100,      1.421053,      0.000000,      1.033267,    165.311462,     -4.064926,      0.000000,  84957.867188
     8.135590,      1.421053,      0.000000,      1.033485,    165.182007,     -3.330353,      0.000000,  84982.921875
     8.305090,      1.421053,      0.000000,      1.033608,    165.108017,     -2.728113,      0.000000,  84997.226562
     8.474580,      1.421053,      0.000000,      1.033675,    165.068741,     -2.237671,      0.000000,  85004.929688
     8.644070,      1.421053,      0.000000,      1.033704,    165.051422,     -1.840963,      0.000000,  85008.328125
     8.813560,      1.421053,      0.000000,      1.033712,    165.047226,     -1.523139,      0.000000,  85009.390625
     8.983050,      1.421053,      0.000000,      1.033709,    165.050568,     -1.271193,      0.000000,  85009.039062
     9.152540,      1.421053,      0.000000,      1.033699,    165.058365,     -1.074787,      0.000000,  85007.906250
     9.322030,      1.421053,      0.000000,      1.033684,    165.068314,     -0.925602,      0.000000,  85006.320312
     9.491530,      1.421053,      0.000000,      1.033670,    165.079453,     -0.818459,      0.000000,  85004.710938
     9.661020,      1.421053,      0.000000,      1.033653,    165.090744,     -0.747254,      0.000000,  85002.960938
     9.830510,      1.421053,      0.000000,      1.033639,    165.102524,     -0.709984,      0.000000,  85001.351562
    10.000000,      1.421053,      0.000000,      1.033636,    165.112045,     -0.697651,      0.000000,  85000.796875
     0.000000,      1.578947,      0.000000,      1.035544,    164.207733,      0.053946,      0.000000,  85202.500000
     0.169490,      1.578947,      0.000000,      1.035541,    164.209869,      0.149486,      0.000000,  85202.117188
     0.338980,      1.578947,      0.000000,      1.035533,    164.215912,      0.298142,      0.000000,  85201.179688
     0.508470,      1.578947,      0.000000,      1.035517,    164.226913,      0.460313,      0.000000,  85199.351562
     0.677970,      1.578947,      0.000000,      1.035496,    164.242722,      0.641303,      0.000000,  85196.921875
     0.847460,      1.578947,      0.000000,      1.035465,    164.265106,      0.848566,      0.000000,  85193.429688
     1.016950,      1.578947,      0.000000,      1.035421,    164.297318,      1.090290,      0.000000,  85188.320312
     1.186440,      1.578947,      0.000000,      1.035360,    164.341568,      1.375934,      0.000000,  85181.273438
     1.355930,      1.578947,      0.000000,      1.035273,    164.403488,      1.716348,      0.000000,  85171.210938
     1.525420,      1.578947,      0.000000,      1.035146,    164.491257,      2.123919,      0.000000,  85156.593750
     1.694920,      1.578947,      0.000000,      1.034965,    164.614716,      2.612823,      0.000000,  85135.765625
     1.864410,      1.578947,      0.000000,      1.034703,    164.788483,      3.198976,      0.000000,  85105.718750
     2.033900,      1.578947,      0.000000,      1.034331,    165.035049,      3.898397,      0.000000,  85062.812500
     2.203390,      1.578947,      0.000000,      1.033799,    165.381897,      4.727951,      0.000000,  85001.687500
     2.372880,      1.578947,      0.000000,      1.033049,    165.867691,      5.700255,      0.000000,  84915.382812
     2.542370,      1.578947,      0.000000,      1.031998,    166.540695,      6.825780,      0.000000,  84794.484375
     2.711860,      1.578947,      0.000000,      1.030551,    167.461533,      8.099880,      0.000000,  84628.117188
     2.881360,      1.578947,      0.000000,      1.028592,    168.697906,      9.511892,      0.000000,  84403.039062
     3.050850,      1.579326,      0.000000,      1.025995,    170.327301,     11.013947,      0.000000,  84105.117188
     3.220340,      1.585967,      0.000000,      1.022587,    172.465408,     12.486212,      0.000000,  83714.429688
     3.389830,      1.600462,      0.000000,      1.018242,    175.179977,     13.784083,      0.000000,  83217.156250
     3.559320,      1.621787,      0.000000,      1.012988,    178.450668,     14.757299,      0.000000,  82617.039062
     3.728810,      1.648437,      0.000000,      1.006943,    182.193970,     15.262239,      0.000000,  81928.101562
     3.898310,      1.678530,      0.000000,      1.000344,    186.255844,     15.182890,      0.000000,  81177.812500
     4.067800,      1.709954,      0.000000,      0.993518,    190.428940,     14.447485,      0.000000,  80403.789062
     4.237290,      1.740493,      0.000000,      0.986864,    194.470779,     13.037385,      0.000000,  79651.335938
     4.406780,      1.767990,      0.000000,      0.980809,    198.128143,     10.988718,      0.000000,  78968.273438
     4.576270,      1.790514,      0.000000,      0.975763,    201.159470,      8.387765,      0.000000,  78400.554688
     4.745760,      1.806472,      0.000000,      0.972083,    203.357132,      5.361276,      0.000000,  77987.250000
     4.915250,      1.814743,      0.000000,      0.970032,    204.566269,      2.063613,      0.000000,  77757.281250
     5.084750,      1.814743,      0.000000,      0.969756,    204.700867,     -1.333661,      0.000000,  77726.585938
     5.254240,      1.806472,      0.000000,      0.971269,    203.754608,     -4.653160,      0.000000,  77896.937500
     5.423730,      1.790514,      0.000000,      0.974455,    201.798325,     -7.723833,      0.000000,  78255.398438
     5.593220,      1.767990,      0.000000,      0.979071,    198.971619,    -10.389645,      0.000000,  78775.570312
     5.762710,      1.740493,      0.000000,      0.984779,    195.470932,    -12.519327,      0.000000,  79420.148438
     5.932200,      1.709954,      0.000000,      0.991179,    191.535141,    -14.017737,      0.000000,  80144.531250
     6.101700,      1.678530,      0.000000,      0.997842,    187.422394,    -14.838430,      0.000000,  80900.734375
     6.271190,      1.648437,      0.000000,      1.004365,    183.386047,    -14.992759,      0.000000,  81643.054688
     6.440680,      1.621787,      0.000000,      1.010402,    179.643677,    -14.549921,      0.000000,  82331.656250
     6.610170,      1.600462,      0.000000,      1.015700,    176.358109,    -13.625474,      0.000000,  82937.257812
     6.779660,      1.585967,      0.000000,      1.020113,    173.621552,    -12.366596,      0.000000,  83442.609375
     6.949150,      1.579326,      0.000000,      1.023612,    171.457321,    -10.922049,      0.000000,  83843.851562
     7.118640,      1.578947,      0.000000,      1.026276,    169.809662,     -9.447873,      0.000000,  84149.585938
     7.288140,      1.578947,      0.000000,      1.028286,    168.560349,     -8.060450,      0.000000,  84380.468750
     7.457630,      1.578947,      0.000000,      1.029787,    167.625824,     -6.801883,      0.000000,  84553.078125
     7.627120,      1.578947,      0.000000,      1.030877,    166.943130,     -5.690178,      0.000000,  84678.335938
     7.796610,      1.578947,      0.000000,      1.031662,    166.448395,     -4.729177,      0.000000,  84768.835938
     7.966100,      1.578947,      0.000000,      1.032221,    166.094574,     -3.912302,      0.000000,  84833.117188
     8.135590,      1.578947,      0.000000,      1.032618,    165.841736,     -3.227209,      0.000000,  84878.835938
     8.305090,      1.578947,      0.000000,      1.032900,    165.661591,     -2.658751,      0.000000,  84911.265625
     8.474580,      1.578947,      0.000000,      1.033101,    165.532288,     -2.191463,      0.000000,  84934.460938
     8.644070,      1.578947,      0.000000,      1.033246,    165.438980,     -1.810643,      0.000000,  84951.234375
     8.813560,      1.578947,      0.000000,      1.033352,    165.370438,     -1.503349,      0.000000,  84963.500000
     8.983050,      1.578947,      0.000000,      1.033432,    165.319794,     -1.258227,      0.000000,  84972.679688
     9.152540,      1.578947,      0.000000,      1.033492,    165.281219,     -1.066426,      0.000000,  84979.593750
     9.322030,      1.578947,      0.000000,      1.033540,    165.251480,     -0.920362,      0.000000,  84985.218750
     9.491530,      1.578947,      0.000000,      1.033579,    165.227081,     -0.815218,      0.000000,  84989.710938
     9.661020,      1.578947,      0.000000,      1.033614,    165.206940,     -0.745240,      0.000000,  84993.710938
     9.830510,      1.578947,      0.000000,      1.033641,    165.188858,     -0.708608,      0.000000,  84997.132812
    10.000000,      1.578947,      0.000000,      1.033646,    165.175385,     -0.696488,      0.000000,  84998.468750
     0.000000,      1.736842,      0.000000,      1.035351,    164.337143,      0.052104,      0.000000,  85180.304688
     0.169490,      1.736842,      0.000000,      1.035343,    164.342682,      0.144408,      0.000000,  85179.359375
     0.338980,      1.736842,      0.000000,      1.035323,    164.356995,      0.287933,      0.000000,  85177.000000
     0.508470,      1.736842,      0.000000,      1.035286,    164.382065,      0.444251,      0.000000,  85172.687500
     0.677970,      1.736842,      0.000000,      1.035234,    164.418137,      0.618286,      0.000000,  85166.734375
     0.847460,      1.736842,      0.000000,      1.035163,    164.467697,      0.816955,      0.000000,  85158.570312
     1.016950,      1.736842,      0.000000,      1.035066,    164.534729,      1.047775,      0.000000,  85147.453125
     1.186440,      1.736842,      0.000000,      1.034940,    164.622849,      1.319193,      0.000000,  85132.898438
     1.355930,      1.736842,      0.000000,      1.034773,    164.738770,      1.640772,      0.000000,  85113.640625
     1.525420,      1.736842,      0.000000,      1.034548,    164.891769,      2.023312,      0.000000,  85087.789062
     1.694920,      1.736842,      0.000000,      1.034252,    165.093246,      2.478303,      0.000000,  85053.671875
     1.864410,      1.736842,      0.000000,      1.033856,    165.358780,      3.018357,      0.000000,  85008.132812
     2.033900,      1.736842,      0.000000,      1.033327,    165.710159,      3.655774,      0.000000,  84947.234375
     2.203390,      1.736842,      0.000000,      1.032621,    166.174118,      4.402411,      0.000000,  84866.031250
     2.372880,      1.736842,      0.000000,      1.031685,    166.785400,      5.265000,      0.000000,  84758.328125
     2.542370,      1.736842,      0.000000,      1.030447,    167.585678,      6.247169,      0.000000,  84616.234375
     2.711860,      1.736842,      0.000000,      1.028836,    168.623596,      7.338256,      0.000000,  84430.992188
     2.881360,      1.736842,      0.000000,      1.026757,    169.952454,      8.524224,      0.000000,  84192.335938
     3.050850,      1.737179,      0.000000,      1.024117,    171.630295,      9.759533,      0.000000,  83889.523438
     3.220340,      1.743082,      0.000000,      1.020789,    173.738312,     10.939054,      0.000000,  83508.343750
     3.389830,      1.755966,      0.000000,      1.016694,    176.315781,     11.944899,      0.000000,  83039.937500
     3.559320,      1.774922,      0.000000,      1.011870,    179.333405,     12.660436,      0.000000,  82489.203125
     3.728810,      1.798611,      0.000000,      1.006431,    182.712387,     12.977007,      0.000000,  81869.375000
     3.898310,      1.825360,      0.000000,      1.000581,    186.319412,     12.809440,      0.000000,  81204.273438
     4.067800,      1.853293,      0.000000,      0.994595,    189.979889,     12.109328,      0.000000,  80525.367188
     4.237290,      1.880438,      0.000000,      0.988799,    193.492599,     10.871528,      0.000000,  79869.539062
     4.406780,      1.904880,      0.000000,      0.983539,    196.649307,      9.132829,      0.000000,  79275.687500
     4.576270,      1.924901,      0.000000,      0.979156,    199.253571,      6.965325,      0.000000,  78781.820312
     4.745760,      1.939086,      0.000000,      0.975950,    201.138290,      4.468025,      0.000000,  78421.218750
     4.915250,      1.946438,      0.000000,      0.974153,    202.179474,      1.757439,      0.000000,  78219.375000
     5.084750,      1.946438,      0.000000,      0.973895,    202.306442,     -1.038383,      0.000000,  78190.710938
     5.254240,      1.939086,      0.000000,      0.975192,    201.510162,     -3.784181,      0.000000,  78336.781250
     5.423730,      1.924901,      0.000000,      0.977939,    199.846375,     -6.344370,      0.000000,  78646.148438
     5.593220,      1.904880,      0.000000,      0.981926,    197.430496,     -8.591273,      0.000000,  79095.835938
     5.762710,      1.880438,      0.000000,      0.986864,    194.424973,    -10.415709,      0.000000,  79653.867188
     5.932200,      1.853293,      0.000000,      0.992420,    191.024643,    -11.737577,      0.000000,  80283.085938
     6.101700,      1.825360,      0.000000,      0.998245,    187.438690,    -12.514778,      0.000000,  80944.250000
     6.271190,      1.798611,      0.000000,      1.004007,    183.873505,    -12.749115,      0.000000,  81599.773438
     6.440680,      1.774922,      0.000000,      1.009418,    180.510895,    -12.487830,      0.000000,  82216.750000
     6.610170,      1.755966,      0.000000,      1.014263,    177.492081,    -11.814800,      0.000000,  82770.257812
     6.779660,      1.743082,      0.000000,      1.018406,    174.904449,    -10.841019,      0.000000,  83244.281250
     6.949150,      1.737179,      0.000000,      1.021802,    172.781052,     -9.681712,      0.000000,  83633.320312
     7.118640,      1.736842,      0.000000,      1.024493,    171.091354,     -8.466234,      0.000000,  83941.953125
     7.288140,      1.736842,      0.000000,      1.026609,    169.752762,     -7.298188,      0.000000,  84184.859375
     7.457630,      1.736842,      0.000000,      1.028261,    168.703461,     -6.219236,      0.000000,  84374.648438
     7.627120,      1.736842,      0.000000,      1.029528,    167.894302,     -5.250587,      0.000000,  84520.296875
     7.796610,      1.736842,      0.000000,      1.030497,    167.273392,     -4.400660,      0.000000,  84631.804688
     7.966100,      1.736842,      0.000000,      1.031233,    166.800781,     -3.668103,      0.000000,  84716.429688
     8.135590,      1.736842,      0.000000,      1.031791,    166.440369,     -3.045774,      0.000000,  84780.710938
     8.305090,      1.736842,      0.000000,      1.032217,    166.165604,     -2.523411,      0.000000,  84829.648438
     8.474580,      1.736842,      0.000000,      1.032542,    165.954208,     -2.089758,      0.000000,  84867.101562
     8.644070,      1.736842,      0.000000,      1.032795,    165.790955,     -1.733383,      0.000000,  84896.226562
     8.813560,      1.736842,      0.000000,      1.032992,    165.662613,     -1.443862,      0.000000,  84918.960938
     8.983050,      1.736842,      0.000000,      1.033152,    165.561218,     -1.211809,      0.000000,  84937.265625
     9.152540,      1.736842,      0.000000,      1.033279,    165.478622,     -1.029564,      0.000000,  84951.992188
     9.322030,      1.736842,      0.000000,      1.033388,    165.411133,     -0.890280,      0.000000,  84964.562500
     9.491530,      1.736842,      0.000000,      1.033478,    165.352844,     -0.789766,      0.000000,  84974.992188
     9.661020,      1.736842,      0.000000,      1.033564,    165.302719,     -0.722799,      0.000000,  84984.617188
     9.830510,      1.736842,      0.000000,      1.033632,    165.256134,     -0.687707,      0.000000,  84992.929688
    10.000000,      1.736842,      0.000000,      1.033647,    165.220612,     -0.676066,      0.000000,  84996.195312
     0.000000,      1.894737,      0.000000,      1.035169,    164.460541,      0.049089,      0.000000,  85159.304688
     0.169490,      1.894737,      0.000000,      1.035157,    164.469223,      0.135747,      0.000000,  85157.914062
     0.338980,      1.894737,      0.000000,      1.035125,    164.491241,      0.270423,      0.000000,  85154.242188
     0.508470,      1.894737,      0.000000,      1.035069,    164.529495,      0.416876,      0.000000,  85147.679688
     0.677970,      1.894737,      0.000000,      1.034989,    164.584274,      0.579558,      0.000000,  85138.539062
     0.847460,      1.894737,      0.000000,      1.034881,    164.658920,      0.764715,      0.000000,  85126.125000
     1.016950,      1.894737,      0.000000,      1.034737,    164.758011,      0.979014,      0.000000,  85109.570312
     1.186440,      1.894737,      0.000000,      1.034552,    164.885910,      1.229892,      0.000000,  85088.242188
     1.355930,      1.894737,      0.000000,      1.034314,    165.050461,      1.525460,      0.000000,  85060.796875
     1.525420,      1.894737,      0.000000,      1.034004,    165.261658,      1.874789,      0.000000,  85025.179688
     1.694920,      1.894737,      0.000000,      1.033608,    165.531265,      2.287328,      0.000000,  84979.523438
     1.864410,      1.894737,      0.000000,      1.033098,    165.875488,      2.772635,      0.000000,  84920.828125
     2.033900,      1.894737,      0.000000,      1.032441,    166.315231,      3.339292,      0.000000,  84845.257812
     2.203390,      1.894737,      0.000000,      1.031598,    166.875000,      3.995164,      0.000000,  84748.312500
     2.372880,      1.894737,      0.000000,      1.030520,    167.585464,      4.743265,      0.000000,  84624.429688
     2.542370,      1.894737,      0.000000,      1.029147,    168.481949,      5.583878,      0.000000,  84466.703125
     2.711860,      1.894737,      0.000000,      1.027416,    169.603867,      6.504398,      0.000000,  84267.890625
     2.881360,      1.894737,      0.000000,      1.025255,    170.991959,      7.489601,      0.000000,  84019.898438
     3.050850,      1.895032,      0.000000,      1.022593,    172.688156,      8.497684,      0.000000,  83714.804688
     3.220340,      1.900197,      0.000000,      1.019345,    174.747177,      9.438183,      0.000000,  83342.992188
     3.389830,      1.911471,      0.000000,      1.015467,    177.188568,     10.215375,      0.000000,  82899.601562
     3.559320,      1.928057,      0.000000,      1.011004,    179.979126,     10.738695,      0.000000,  82390.304688
     3.728810,      1.948784,      0.000000,      1.006063,    183.046509,     10.926469,      0.000000,  81827.335938
     3.898310,      1.972190,      0.000000,      1.000820,    186.276398,     10.716791,      0.000000,  81231.242188
     4.067800,      1.996631,      0.000000,      0.995511,    189.522095,     10.076187,      0.000000,  80628.898438
     4.237290,      2.020383,      0.000000,      0.990413,    192.616302,      9.003994,      0.000000,  80051.789062
     4.406780,      2.041770,      0.000000,      0.985822,    195.385361,      7.531892,      0.000000,  79532.929688
     4.576270,      2.059289,      0.000000,      0.982020,    197.663956,      5.719554,      0.000000,  79104.078125
     4.745760,      2.071701,      0.000000,      0.979253,    199.310455,      3.648673,      0.000000,  78792.437500
     4.915250,      2.078133,      0.000000,      0.977705,    200.220200,      1.415228,      0.000000,  78618.273438
     5.084750,      2.078133,      0.000000,      0.977478,    200.335434,     -0.877523,      0.000000,  78592.843750
     5.254240,      2.071701,      0.000000,      0.978582,    199.650269,     -3.124408,      0.000000,  78717.367188
     5.423730,      2.059289,      0.000000,      0.980935,    198.211395,     -5.222763,      0.000000,  78982.710938
     5.593220,      2.041770,      0.000000,      0.984370,    196.114853,     -7.076211,      0.000000,  79370.492188
     5.762710,      2.020383,      0.000000,      0.988653,    193.496353,     -8.600639,      0.000000,  79854.757812
     5.932200,      1.996631,      0.000000,      0.993507,    190.518875,     -9.731730,      0.000000,  80404.710938
     6.101700,      1.972190,      0.000000,      0.998641,    187.356583,    -10.432606,      0.000000,  80987.523438
     6.271190,      1.948784,      0.000000,      1.003775,    184.180618,    -10.698783,      0.000000,  81571.484375
     6.440680,      1.928057,      0.000000,      1.008662,    181.142456,    -10.560677,      0.000000,  82128.523438
     6.610170,      1.911471,      0.000000,      1.013116,    178.362640,    -10.077930,      0.000000,  82637.093750
     6.779660,      1.900197,      0.000000,      1.017014,    175.920547,     -9.333655,      0.000000,  83082.742188
     6.949150,      1.895032,      0.000000,      1.020303,    173.853806,     -8.416129,      0.000000,  83459.382812
     7.118640,      1.894737,      0.000000,      1.023001,    172.150146,     -7.430452,      0.000000,  83768.703125
     7.288140,      1.894737,      0.000000,      1.025196,    170.755035,     -6.465427,      0.000000,  84020.476562
     7.457630,      1.894737,      0.000000,      1.026966,    169.623688,     -5.558754,      0.000000,  84223.687500
     7.627120,      1.894737,      0.000000,      1.028372,    168.718430,     -4.731552,      0.000000,  84385.281250
     7.796610,      1.894737,      0.000000,      1.029485,    167.997620,     -3.994730,      0.000000,  84513.226562
     7.966100,      1.894737,      0.000000,      1.030361,    167.427536,     -3.351083,      0.000000,  84613.960938
     8.135590,      1.894737,      0.000000,      1.031050,    166.976440,     -2.798002,      0.000000,  84693.273438
     8.305090,      1.894737,      0.000000,      1.031596,    166.619797,     -2.329315,      0.000000,  84756.046875
     8.474580,      1.894737,      0.000000,      1.032028,    166.336044,     -1.937073,      0.000000,  84805.773438
     8.644070,      1.894737,      0.000000,      1.032376,    166.109879,     -1.612501,      0.000000,  84845.796875
     8.813560,      1.894737,      0.000000,      1.032655,    165.926926,     -1.347307,      0.000000,  84877.921875
     8.983050,      1.894737,      0.000000,      1.032886,    165.778748,     -1.133729,      0.000000,  84904.523438
     9.152540,      1.894737,      0.000000,      1.033075,    165.655167,     -0.965339,      0.000000,  84926.390625
     9.322030,      1.894737,      0.000000,      1.033241,    165.552460,     -0.836269,      0.000000,  84945.343750
     9.491530,      1.894737,      0.000000,      1.033378,    165.462204,     -0.742919,      0.000000,  84961.304688
     9.661020,      1.894737,      0.000000,      1.033511,    165.383728,     -0.680677,      0.000000,  84976.179688
     9.830510,      1.894737,      0.000000,      1.033617,    165.310196,     -0.648052,      0.000000,  84989.101562
    10.000000,      1.894737,      0.000000,      1.033641,    165.253876,     -0.637198,      0.000000,  84994.132812
     0.000000,      2.052632,      0.000000,      1.034999,    164.574631,      0.044429,      0.000000,  85139.664062
     0.169490,      2.052632,      0.000000,      1.034983,    164.586288,      0.123207,      0.000000,  85137.812500
     0.338980,      2.052632,      0.000000,      1.034940,    164.615280,      0.245547,      0.000000,  85132.906250
     0.508470,      2.052632,      0.000000,      1.034865,    164.665390,      0.378372,      0.000000,  85124.242188
     0.677970,      2.052632,      0.000000,      1.034760,    164.737045,      0.525608,      0.000000,  85112.179688
     0.847460,      2.052632,      0.000000,      1.034618,    164.834122,      0.692748,      0.000000,  85095.843750
     1.016950,      2.052632,      0.000000,      1.034432,    164.961807,      0.885527,      0.000000,  85074.382812
     1.186440,      2.052632,      0.000000,      1.034194,    165.124954,      1.110322,      0.000000,  85047.007812
     1.355930,      2.052632,      0.000000,      1.033892,    165.332047,      1.373924,      0.000000,  85012.210938
     1.525420,      2.052632,      0.000000,      1.033507,    165.593704,      1.683599,      0.000000,  84967.960938
     1.694920,      2.052632,      0.000000,      1.033024,    165.921783,      2.046829,      0.000000,  84912.312500
     1.864410,      2.052632,      0.000000,      1.032416,    166.332001,      2.471028,      0.000000,  84842.343750
     2.033900,      2.052632,      0.000000,      1.031650,    166.844330,      2.962204,      0.000000,  84754.367188
     2.203390,      2.052632,      0.000000,      1.030692,    167.481049,      3.525224,      0.000000,  84644.218750
     2.372880,      2.052632,      0.000000,      1.029500,    168.268723,      4.160318,      0.000000,  84507.195312
     2.542370,      2.052632,      0.000000,      1.028023,    169.237000,      4.865171,      0.000000,  84337.554688
     2.711860,      2.052632,      0.000000,      1.026210,    170.417526,      5.626490,      0.000000,  84129.507812
     2.881360,      2.052632,      0.000000,      1.024008,    171.841110,      6.429239,      0.000000,  83876.906250
     3.050850,      2.052884,      0.000000,      1.021364,    173.537170,      7.236602,      0.000000,  83573.992188
     3.220340,      2.057312,      0.000000,      1.018222,    175.540207,      7.973196,      0.000000,  83214.375000
     3.389830,      2.066975,      0.000000,      1.014559,    177.856384,      8.563403,      0.000000,  82795.773438
     3.559320,      2.081192,      0.000000,      1.010424,    180.451294,      8.938343,      0.000000,  82323.882812
     3.728810,      2.098958,      0.000000,      1.005911,    183.259430,      9.037360,      0.000000,  81809.820312
     3.898310,      2.119020,      0.000000,      1.001172,    186.182480,      8.816084,      0.000000,  81271.062500
     4.067800,      2.139970,      0.000000,      0.996406,    189.095901,      8.252774,      0.000000,  80730.156250
