  x,y,z,rho,u,v,w,p
     2.881360,      0.000000,      0.100000,      1.064245,    141.900620,      1.944535,      0.000000,  88523.382812
     3.050850,      0.000800,      0.100000,      1.076247,    132.491043,      6.353477,      0.000000,  89917.562500
     3.220340,      0.014820,      0.100000,      1.084898,    127.296692,     16.031118,      0.000000,  90929.023438
     3.389830,      0.045420,      0.100000,      1.081300,    128.771240,     28.212490,      0.000000,  90518.296875
     3.559320,      0.090440,      0.100000,      1.070924,    134.274582,     39.750706,      0.000000,  89311.460938
     3.728810,      0.146700,      0.100000,      1.055512,    143.348267,     50.037304,      0.000000,  87525.039062
     3.898310,      0.210230,      0.100000,      1.033906,    156.340439,     58.971233,      0.000000,  85039.015625
     4.067800,      0.276570,      0.100000,      1.005108,    173.548141,     65.716110,      0.000000,  81756.335938
     4.237290,      0.341040,      0.100000,      0.968666,    195.007095,     69.024612,      0.000000,  77653.367188
     4.406780,      0.399090,      0.100000,      0.924763,    220.202042,     67.407967,      0.000000,  72787.085938
     4.576270,      0.446640,      0.100000,      0.875403,    247.513062,     59.260311,      0.000000,  67418.164062
     4.745760,      0.480330,      0.100000,      0.826289,    273.439514,     43.277828,      0.000000,  62185.714844
     4.915250,      0.497790,      0.100000,      0.789799,    291.452423,     19.411854,      0.000000,  58365.277344
     5.084750,      0.497790,      0.100000,      0.783644,    292.560547,     -9.574464,      0.000000,  57744.164062
     5.254240,      0.480330,      0.100000,      0.814029,    274.070435,    -37.139645,      0.000000,  60993.640625
     5.423730,      0.446640,      0.100000,      0.864440,    245.314957,    -56.793610,      0.000000,  66425.906250
     5.593220,      0.399090,      0.100000,      0.915507,    216.111649,    -66.804199,      0.000000,  72015.101562
     5.762710,      0.341040,      0.100000,      0.960002,    190.109818,    -68.968292,      0.000000,  76975.171875
     5.932200,      0.276570,      0.100000,      0.996645,    168.405060,    -65.681984,      0.000000,  81125.929688
     6.101700,      0.210230,      0.100000,      1.025319,    151.245544,    -58.863010,      0.000000,  84416.734375
     6.271190,      0.146700,      0.100000,      1.046971,    138.414154,    -49.884335,      0.000000,  86926.468750
     6.440680,      0.090440,      0.100000,      1.062328,    129.500931,    -39.674973,      0.000000,  88720.101562
     6.610170,      0.045420,      0.100000,      1.072157,    124.370644,    -28.850573,      0.000000,  89874.398438
     6.779660,      0.014820,      0.100000,      1.076142,    123.385361,    -17.651144,      0.000000,  90346.867188
     6.949150,      0.000800,      0.100000,      1.073205,    128.354172,     -7.374042,      0.000000,  90017.820312
     7.118640,      0.000000,      0.100000,      1.061180,    137.647598,     -1.050149,      0.000000,  88627.429688
     7.288140,      0.000000,      0.100000,      1.049781,    144.468933,      0.512618,      0.000000,  87298.351562
     7.457630,      0.000000,      0.100000,      1.045468,    147.814957,      0.143994,      0.000000,  86795.710938
     7.627120,      0.000000,      0.100000,      1.042293,    150.350632,      0.022818,      0.000000,  86426.968750
     7.796610,      0.000000,      0.100000,      1.039718,    152.268158,      0.078216,      0.000000,  86127.421875
     7.966100,      0.000000,      0.100000,      1.037667,    153.740753,      0.058065,      0.000000,  85888.953125
     8.135590,      0.000000,      0.100000,      1.036163,    154.865875,      0.024513,      0.000000,  85713.789062
     8.305090,      0.000000,      0.100000,      1.034958,    155.763596,      0.012412,      0.000000,  85573.187500
     8.474580,      0.000000,      0.100000,      1.033985,    156.485962,      0.007187,      0.000000,  85459.570312
     8.644070,      0.000000,      0.100000,      1.033192,    157.071548,      0.000789,      0.000000,  85366.960938
     8.813560,      0.000000,      0.100000,      1.032550,    157.553101,     -0.004356,      0.000000,  85291.859375
     8.983050,      0.000000,      0.100000,      1.032012,    157.952286,     -0.007497,      0.000000,  85228.835938
     9.152540,      0.000000,      0.100000,      1.031569,    158.291565,     -0.010165,      0.000000,  85176.789062
     9.322030,      0.000000,      0.100000,      1.031180,    158.579529,     -0.012327,      0.000000,  85131.179688
     9.491530,      0.000000,      0.100000,      1.030863,    158.836548,     -0.013754,      0.000000,  85093.125000
     9.661020,      0.000000,      0.100000,      1.030544,    159.061737,     -0.014488,      0.000000,  85056.875000
     9.830510,      0.000000,      0.100000,      1.030313,    159.276291,     -0.013008,      0.000000,  85027.429688
    10.000000,      0.000000,      0.100000,      1.030281,    159.437195,     -0.011089,      0.000000,  85017.367188
     0.000000,      0.157895,      0.100000,      1.036835,    163.347992,      0.010463,      0.000000,  85351.148438
     0.169490,      0.157895,      0.100000,      1.036860,    163.315491,      0.028474,      0.000000,  85354.062500
     0.338980,      0.157895,      0.100000,      1.036947,    163.262009,      0.055340,      0.000000,  85364.140625
     0.508470,      0.157895,      0.100000,      1.037080,    163.168472,      0.084099,      0.000000,  85379.492188
     0.677970,      0.157895,      0.100000,      1.037290,    163.033951,      0.117152,      0.000000,  85403.648438
     0.847460,      0.157895,      0.100000,      1.037558,    162.846893,      0.156138,      0.000000,  85434.554688
     1.016950,      0.157895,      0.100000,      1.037928,    162.607040,      0.202721,      0.000000,  85477.234375
     1.186440,      0.157895,      0.100000,      1.038379,    162.290985,      0.260289,      0.000000,  85529.289062
     1.355930,      0.157895,      0.100000,      1.038981,    161.897995,      0.331830,      0.000000,  85598.718750
     1.525420,      0.157895,      0.100000,      1.039702,    161.387802,      0.423011,      0.000000,  85681.882812
     1.694920,      0.157895,      0.100000,      1.040659,    160.757217,      0.539944,      0.000000,  85792.343750
     1.864410,      0.157895,      0.100000,      1.041805,    159.935074,      0.694484,      0.000000,  85924.656250
     2.033900,      0.157895,      0.100000,      1.043341,    158.910629,      0.900053,      0.000000,  86102.046875
     2.203390,      0.157895,      0.100000,      1.045203,    157.551651,      1.191971,      0.000000,  86317.320312
     2.372880,      0.157895,      0.100000,      1.047767,    155.816483,      1.591199,      0.000000,  86613.835938
     2.542370,      0.157895,      0.100000,      1.050913,    153.438934,      2.224754,      0.000000,  86978.429688
     2.711860,      0.157895,      0.100000,      1.055496,    150.288971,      3.313820,      0.000000,  87509.773438
     2.881360,      0.157895,      0.100000,      1.061554,    145.487869,      5.238666,      0.000000,  88213.320312
     3.050850,      0.158653,      0.100000,      1.069127,    139.033463,      9.886251,      0.000000,  89099.796875
     3.220340,      0.171935,      0.100000,      1.072814,    135.580017,     18.348431,      0.000000,  89536.757812
     3.389830,      0.200924,      0.100000,      1.068558,    137.115387,     28.481047,      0.000000,  89044.960938
     3.559320,      0.243575,      0.100000,      1.059372,    142.257797,     38.085262,      0.000000,  87978.867188
     3.728810,      0.296874,      0.100000,      1.044832,    150.846497,     46.696495,      0.000000,  86298.117188
     3.898310,      0.357060,      0.100000,      1.024716,    162.858368,     53.923702,      0.000000,  83986.585938
     4.067800,      0.419908,      0.100000,      0.998869,    178.324188,     58.886749,      0.000000,  81041.250000
     4.237290,      0.480985,      0.100000,      0.967499,    197.007172,     60.518753,      0.000000,  77506.156250
     4.406780,      0.535980,      0.100000,      0.931496,    218.168381,     57.644165,      0.000000,  73505.023438
     4.576270,      0.581027,      0.100000,      0.893180,    240.228775,     49.113762,      0.000000,  69318.195312
     4.745760,      0.612944,      0.100000,      0.857144,    260.318573,     34.181438,      0.000000,  65458.496094
     4.915250,      0.629485,      0.100000,      0.831759,    273.784668,     13.379338,      0.000000,  62796.277344
     5.084750,      0.629485,      0.100000,      0.828332,    274.928925,    -10.445457,      0.000000,  62453.820312
     5.254240,      0.612944,      0.100000,      0.850357,    262.123138,    -32.384346,      0.000000,  64799.226562
     5.423730,      0.581027,      0.100000,      0.886587,    241.006638,    -48.274773,      0.000000,  68710.585938
     5.593220,      0.535980,      0.100000,      0.924896,    217.959702,    -57.111000,      0.000000,  72926.429688
     5.762710,      0.480985,      0.100000,      0.960648,    195.998489,    -59.968853,      0.000000,  76931.695312
     5.932200,      0.419908,      0.100000,      0.991923,    176.688004,    -58.250103,      0.000000,  80485.804688
     6.101700,      0.357060,      0.100000,      1.017588,    160.776581,    -53.236595,      0.000000,  83436.304688
     6.271190,      0.296874,      0.100000,      1.037684,    148.478592,    -46.030853,      0.000000,  85766.992188
     6.440680,      0.243575,      0.100000,      1.052275,    139.699875,    -37.461189,      0.000000,  87470.960938
     6.610170,      0.200924,      0.100000,      1.061833,    134.438248,    -28.197773,      0.000000,  88592.687500
     6.779660,      0.171935,      0.100000,      1.065830,    132.786133,    -18.742729,      0.000000,  89063.835938
     6.949150,      0.158653,      0.100000,      1.064115,    135.703461,    -10.239120,      0.000000,  88865.234375
     7.118640,      0.157895,      0.100000,      1.056868,    142.082565,     -4.812409,      0.000000,  88019.734375
     7.288140,      0.157895,      0.100000,      1.050068,    147.211365,     -2.784737,      0.000000,  87224.625000
     7.457630,      0.157895,      0.100000,      1.046310,    150.299500,     -2.130890,      0.000000,  86786.765625
     7.627120,      0.157895,      0.100000,      1.042771,    152.710587,     -1.563202,      0.000000,  86375.320312
     7.796610,      0.157895,      0.100000,      1.040371,    154.428543,     -1.138617,      0.000000,  86096.375000
     7.966100,      0.157895,      0.100000,      1.038442,    155.781509,     -0.881413,      0.000000,  85872.523438
     8.135590,      0.157895,      0.100000,      1.036965,    156.821579,     -0.697058,      0.000000,  85701.242188
     8.305090,      0.157895,      0.100000,      1.035762,    157.647018,     -0.552131,      0.000000,  85561.882812
     8.474580,      0.157895,      0.100000,      1.034807,    158.304230,     -0.441859,      0.000000,  85451.382812
     8.644070,      0.157895,      0.100000,      1.034023,    158.834900,     -0.358992,      0.000000,  85360.726562
     8.813560,      0.157895,      0.100000,      1.033386,    159.268570,     -0.295147,      0.000000,  85287.054688
     8.983050,      0.157895,      0.100000,      1.032848,    159.624527,     -0.245646,      0.000000,  85225.054688
     9.152540,      0.157895,      0.100000,      1.032405,    159.924820,     -0.208183,      0.000000,  85173.937500
     9.322030,      0.157895,      0.100000,      1.032013,    160.177109,     -0.180121,      0.000000,  85129.062500
     9.491530,      0.157895,      0.100000,      1.031694,    160.401077,     -0.160054,      0.000000,  85091.625000
     9.661020,      0.157895,      0.100000,      1.031373,    160.596268,     -0.147165,      0.000000,  85056.117188
     9.830510,      0.157895,      0.100000,      1.031125,    160.782806,     -0.138974,      0.000000,  85025.929688
    10.000000,      0.157895,      0.100000,      1.031078,    160.927521,     -0.134899,      0.000000,  85015.023438
     0.000000,      0.315789,      0.100000,      1.036785,    163.380127,      0.017327,      0.000000,  85345.445312
     0.169490,      0.315789,      0.100000,      1.036810,    163.347916,      0.050727,      0.000000,  85348.367188
     0.338980,      0.315789,      0.100000,      1.036896,    163.296814,      0.102644,      0.000000,  85358.242188
     0.508470,      0.315789,      0.100000,      1.037023,    163.208954,      0.159699,      0.000000,  85372.804688
     0.677970,      0.315789,      0.100000,      1.037223,    163.081879,      0.223903,      0.000000,  85395.851562
     0.847460,      0.315789,      0.100000,      1.037480,    162.904755,      0.298896,      0.000000,  85425.507812
     1.016950,      0.315789,      0.100000,      1.037831,    162.677582,      0.388634,      0.000000,  85466.054688
     1.186440,      0.315789,      0.100000,      1.038262,    162.379318,      0.498823,      0.000000,  85515.734375
     1.355930,      0.315789,      0.100000,      1.038831,    162.007782,      0.635396,      0.000000,  85581.398438
     1.525420,      0.315789,      0.100000,      1.039516,    161.529297,      0.808423,      0.000000,  85660.453125
     1.694920,      0.315789,      0.100000,      1.040411,    160.937378,      1.029647,      0.000000,  85763.648438
     1.864410,      0.315789,      0.100000,      1.041490,    160.175476,      1.319647,      0.000000,  85888.296875
     2.033900,      0.315789,      0.100000,      1.042900,    159.226746,      1.701895,      0.000000,  86051.148438
     2.203390,      0.315789,      0.100000,      1.044611,    157.997299,      2.232716,      0.000000,  86248.953125
     2.372880,      0.315789,      0.100000,      1.046882,    156.439209,      2.970753,      0.000000,  86511.554688
     2.542370,      0.315789,      0.100000,      1.049679,    154.385818,      4.026882,      0.000000,  86835.562500
     2.711860,      0.315789,      0.100000,      1.053240,    151.774033,      5.800201,      0.000000,  87248.882812
     2.881360,      0.315789,      0.100000,      1.057674,    148.730927,      8.716384,      0.000000,  87762.570312
     3.050850,      0.316505,      0.100000,      1.061391,    145.554672,     13.464282,      0.000000,  88196.054688
     3.220340,      0.329049,      0.100000,      1.061584,    144.157120,     20.254848,      0.000000,  88222.273438
     3.389830,      0.356428,      0.100000,      1.057601,    145.788544,     28.030109,      0.000000,  87762.187500
     3.559320,      0.396709,      0.100000,      1.049194,    150.624008,     35.731281,      0.000000,  86792.179688
     3.728810,      0.447047,      0.100000,      1.035375,    158.720291,     42.681313,      0.000000,  85200.992188
     3.898310,      0.503890,      0.100000,      1.016956,    169.713730,     48.109417,      0.000000,  83091.367188
     4.067800,      0.563247,      0.100000,      0.994152,    183.387390,     51.250858,      0.000000,  80499.648438
     4.237290,      0.620931,      0.100000,      0.967591,    199.223251,     51.340973,      0.000000,  77509.757812
     4.406780,      0.672870,      0.100000,      0.938611,    216.304123,     47.625511,      0.000000,  74282.968750
     4.576270,      0.715415,      0.100000,      0.909579,    233.197952,     39.523228,      0.000000,  71086.921875
     4.745760,      0.745558,      0.100000,      0.884202,    247.759521,     26.802887,      0.000000,  68323.054688
     4.915250,      0.761181,      0.100000,      0.867792,    257.006927,     10.063195,      0.000000,  66562.742188
     5.084750,      0.761181,      0.100000,      0.866053,    257.901001,     -8.514800,      0.000000,  66394.953125
     5.254240,      0.745558,      0.100000,      0.880211,    249.815109,    -25.612164,      0.000000,  67934.906250
     5.423730,      0.715415,      0.100000,      0.904607,    235.522980,    -38.697269,      0.000000,  70598.585938
     5.593220,      0.672870,      0.100000,      0.933086,    218.398178,    -47.045399,      0.000000,  73745.382812
     5.762710,      0.620931,      0.100000,      0.961898,    200.748627,    -50.918106,      0.000000,  76971.718750
     5.932200,      0.563247,      0.100000,      0.988412,    184.272964,    -50.875664,      0.000000,  79979.007812
     6.101700,      0.503890,      0.100000,      1.011149,    169.980545,    -47.713848,      0.000000,  82587.601562
     6.271190,      0.447047,      0.100000,      1.029588,    158.461746,    -42.311985,      0.000000,  84722.117188
     6.440680,      0.396709,      0.100000,      1.043313,    149.976303,    -35.422459,      0.000000,  86322.351562
     6.610170,      0.356428,      0.100000,      1.052476,    144.696793,    -27.763397,      0.000000,  87396.226562
     6.779660,      0.329049,      0.100000,      1.056789,    142.599197,    -20.135746,      0.000000,  87904.257812
     6.949150,      0.316505,      0.100000,      1.056395,    143.528488,    -13.479312,      0.000000,  87858.179688
     7.118640,      0.315789,      0.100000,      1.053165,    146.651260,     -8.702960,      0.000000,  87479.250000
     7.288140,      0.315789,      0.100000,      1.049614,    149.944534,     -5.795993,      0.000000,  87064.851562
     7.457630,      0.315789,      0.100000,      1.045971,    152.742661,     -4.027597,      0.000000,  86641.484375
     7.627120,      0.315789,      0.100000,      1.042745,    154.923920,     -2.927831,      0.000000,  86266.789062
     7.796610,      0.315789,      0.100000,      1.040727,    156.450516,     -2.232736,      0.000000,  86033.117188
     7.966100,      0.315789,      0.100000,      1.038940,    157.696060,     -1.721562,      0.000000,  85826.648438
     8.135590,      0.315789,      0.100000,      1.037545,    158.652344,     -1.339967,      0.000000,  85665.867188
     8.305090,      0.315789,      0.100000,      1.036405,    159.409729,     -1.059393,      0.000000,  85534.718750
     8.474580,      0.315789,      0.100000,      1.035502,    160.008972,     -0.847267,      0.000000,  85431.171875
     8.644070,      0.315789,      0.100000,      1.034749,    160.491531,     -0.683764,      0.000000,  85345.015625
     8.813560,      0.315789,      0.100000,      1.034134,    160.882919,     -0.557903,      0.000000,  85274.898438
     8.983050,      0.315789,      0.100000,      1.033612,    161.201447,     -0.461331,      0.000000,  85215.695312
     9.152540,      0.315789,      0.100000,      1.033182,    161.467651,     -0.388001,      0.000000,  85166.804688
     9.322030,      0.315789,      0.100000,      1.032799,    161.689362,     -0.333275,      0.000000,  85123.906250
     9.491530,      0.315789,      0.100000,      1.032483,    161.883942,     -0.294146,      0.000000,  85087.773438
     9.661020,      0.315789,      0.100000,      1.032175,    162.052902,     -0.268869,      0.000000,  85054.242188
     9.830510,      0.315789,      0.100000,      1.031921,    162.210724,     -0.255526,      0.000000,  85024.804688
    10.000000,      0.315789,      0.100000,      1.031855,    162.333191,     -0.250557,      0.000000,  85012.929688
     0.000000,      0.473684,      0.100000,      1.036702,    163.434341,      0.026872,      0.000000,  85335.859375
     0.169490,      0.473684,      0.100000,      1.036725,    163.405090,      0.074936,      0.000000,  85338.476562
     0.338980,      0.473684,      0.100000,      1.036801,    163.356979,      0.150037,      0.000000,  85347.242188
     0.508470,      0.473684,      0.100000,      1.036919,    163.275436,      0.232814,      0.000000,  85360.781250
     0.677970,      0.473684,      0.100000,      1.037101,    163.157684,      0.326139,      0.000000,  85381.898438
     0.847460,      0.473684,      0.100000,      1.037339,    162.995316,      0.435246,      0.000000,  85409.320312
     1.016950,      0.473684,      0.100000,      1.037657,    162.786484,      0.565720,      0.000000,  85445.992188
     1.186440,      0.473684,      0.100000,      1.038053,    162.515274,      0.725163,      0.000000,  85491.593750
     1.355930,      0.473684,      0.100000,      1.038564,    162.175919,      0.922411,      0.000000,  85550.554688
     1.525420,      0.473684,      0.100000,      1.039187,    161.745941,      1.170921,      0.000000,  85622.367188
     1.694920,      0.473684,      0.100000,      1.039975,    161.212830,      1.487359,      0.000000,  85713.335938
     1.864410,      0.473684,      0.100000,      1.040936,    160.541885,      1.898830,      0.000000,  85824.367188
     2.033900,      0.473684,      0.100000,      1.042143,    159.708267,      2.437649,      0.000000,  85963.625000
     2.203390,      0.473684,      0.100000,      1.043619,    158.667969,      3.162639,      0.000000,  86134.148438
     2.372880,      0.473684,      0.100000,      1.045406,    157.370346,      4.179802,      0.000000,  86340.843750
     2.542370,      0.473684,      0.100000,      1.047660,    155.782013,      5.581488,      0.000000,  86601.460938
     2.711860,      0.473684,      0.100000,      1.050073,    153.861069,      7.665651,      0.000000,  86881.562500
     2.881360,      0.473684,      0.100000,      1.052493,    151.934097,     10.814778,      0.000000,  87162.218750
     3.050850,      0.474358,      0.100000,      1.054115,    150.595688,     15.207167,      0.000000,  87349.835938
     3.220340,      0.486164,      0.100000,      1.053385,    150.647369,     20.721642,      0.000000,  87265.656250
     3.389830,      0.511933,      0.100000,      1.049205,    152.842667,     26.922485,      0.000000,  86783.312500
     3.559320,      0.549844,      0.100000,      1.040642,    157.704453,     33.149273,      0.000000,  85796.445312
     3.728810,      0.597221,      0.100000,      1.027894,    165.236633,     38.564205,      0.000000,  84331.250000
     3.898310,      0.650720,      0.100000,      1.011531,    175.137131,     42.449345,      0.000000,  82461.046875
     4.067800,      0.706585,      0.100000,      0.991734,    187.085892,     44.242382,      0.000000,  80213.968750
     4.237290,      0.760876,      0.100000,      0.969453,    200.430817,     43.381161,      0.000000,  77706.304688
     4.406780,      0.809760,      0.100000,      0.946071,    214.258286,     39.400738,      0.000000,  75099.859375
     4.576270,      0.849802,      0.100000,      0.923547,    227.331543,     32.070461,      0.000000,  72615.304688
     4.745760,      0.878173,      0.100000,      0.904628,    238.032898,     21.498823,      0.000000,  70544.335938
     4.915250,      0.892876,      0.100000,      0.892889,    244.413223,      8.288110,      0.000000,  69264.257812
     5.084750,      0.892876,      0.100000,      0.891563,    244.809052,     -6.154242,      0.000000,  69122.726562
     5.254240,      0.878173,      0.100000,      0.901255,    239.065384,    -19.793308,      0.000000,  70185.742188
     5.423730,      0.849802,      0.100000,      0.919142,    228.720718,    -30.908321,      0.000000,  72154.062500
     5.593220,      0.809760,      0.100000,      0.941366,    215.785706,    -38.675598,      0.000000,  74618.289062
     5.762710,      0.760876,      0.100000,      0.964652,    201.950272,    -42.944080,      0.000000,  77225.414062
     5.932200,      0.706585,      0.100000,      0.986830,    188.497650,    -43.969112,      0.000000,  79734.164062
     6.101700,      0.650720,      0.100000,      1.006614,    176.318314,    -42.244083,      0.000000,  81994.039062
     6.271190,      0.597221,      0.100000,      1.023160,    166.095291,    -38.387943,      0.000000,  83899.953125
     6.440680,      0.549844,      0.100000,      1.035908,    158.259827,    -33.054382,      0.000000,  85378.664062
     6.610170,      0.511933,      0.100000,      1.044623,    153.056091,    -26.893242,      0.000000,  86394.750000
     6.779660,      0.486164,      0.100000,      1.049476,    150.567032,    -20.674604,      0.000000,  86962.554688
     6.949150,      0.474358,      0.100000,      1.050661,    150.372894,    -15.198629,      0.000000,  87100.609375
     7.118640,      0.473684,      0.100000,      1.049309,    151.628830,    -10.870549,      0.000000,  86942.078125
     7.288140,      0.473684,      0.100000,      1.046911,    153.464920,     -7.678010,      0.000000,  86663.414062
     7.457630,      0.473684,      0.100000,      1.044300,    155.378357,     -5.517638,      0.000000,  86360.773438
     7.627120,      0.473684,      0.100000,      1.042221,    156.976456,     -4.134984,      0.000000,  86120.460938
     7.796610,      0.473684,      0.100000,      1.040481,    158.256363,     -3.164527,      0.000000,  85919.992188
     7.966100,      0.473684,      0.100000,      1.038894,    159.319443,     -2.433834,      0.000000,  85737.351562
     8.135590,      0.473684,      0.100000,      1.037707,    160.141434,     -1.903113,      0.000000,  85601.250000
     8.305090,      0.473684,      0.100000,      1.036704,    160.811493,     -1.506920,      0.000000,  85486.554688
     8.474580,      0.473684,      0.100000,      1.035889,    161.347839,     -1.202251,      0.000000,  85393.656250
     8.644070,      0.473684,      0.100000,      1.035204,    161.781830,     -0.967457,      0.000000,  85315.812500
     8.813560,      0.473684,      0.100000,      1.034643,    162.134674,     -0.787027,      0.000000,  85252.367188
     8.983050,      0.473684,      0.100000,      1.034163,    162.423004,     -0.648316,      0.000000,  85198.468750
     9.152540,      0.473684,      0.100000,      1.033764,    162.663345,     -0.542737,      0.000000,  85153.617188
     9.322030,      0.473684,      0.100000,      1.033409,    162.863556,     -0.464253,      0.000000,  85114.367188
     9.491530,      0.473684,      0.100000,      1.033113,    163.038086,     -0.408412,      0.000000,  85080.960938
     9.661020,      0.473684,      0.100000,      1.032827,    163.189926,     -0.371630,      0.000000,  85050.125000
     9.830510,      0.473684,      0.100000,      1.032587,    163.330917,     -0.353009,      0.000000,  85022.960938
    10.000000,      0.473684,      0.100000,      1.032514,    163.438385,     -0.347131,      0.000000,  85011.320312
     0.000000,      0.631579,      0.100000,      1.036592,    163.506485,      0.034144,      0.000000,  85323.171875
     0.169490,      0.631579,      0.100000,      1.036614,    163.482880,      0.095515,      0.000000,  85325.695312
     0.338980,      0.631579,      0.100000,      1.036681,    163.440353,      0.191336,      0.000000,  85333.398438
     0.508470,      0.631579,      0.100000,      1.036787,    163.368149,      0.296861,      0.000000,  85345.648438
     0.677970,      0.631579,      0.100000,      1.036947,    163.263367,      0.416085,      0.000000,  85364.171875
     0.847460,      0.631579,      0.100000,      1.037160,    163.120682,      0.555195,      0.000000,  85388.664062
     1.016950,      0.631579,      0.100000,      1.037437,    162.936646,      0.721097,      0.000000,  85420.664062
     1.186440,      0.631579,      0.100000,      1.037788,    162.700562,      0.922835,      0.000000,  85461.054688
     1.355930,      0.631579,      0.100000,      1.038229,    162.404831,      1.171623,      0.000000,  85511.984375
     1.525420,      0.631579,      0.100000,      1.038772,    162.036987,      1.483067,      0.000000,  85574.492188
     1.694920,      0.631579,      0.100000,      1.039438,    161.582199,      1.877070,      0.000000,  85651.335938
     1.864410,      0.631579,      0.100000,      1.040252,    161.024719,      2.383084,      0.000000,  85745.390625
     2.033900,      0.631579,      0.100000,      1.041225,    160.340210,      3.043210,      0.000000,  85857.710938
     2.203390,      0.631579,      0.100000,      1.042417,    159.519180,      3.904780,      0.000000,  85995.367188
     2.372880,      0.631579,      0.100000,      1.043762,    158.538498,      5.079262,      0.000000,  86150.898438
     2.542370,      0.631579,      0.100000,      1.045285,    157.430374,      6.685597,      0.000000,  86326.882812
     2.711860,      0.631579,      0.100000,      1.046867,    156.267212,      8.859230,      0.000000,  86509.960938
     2.881360,      0.631579,      0.100000,      1.047972,    155.236145,     11.822539,      0.000000,  86638.648438
     3.050850,      0.632211,      0.100000,      1.048054,    154.798309,     15.724461,      0.000000,  86648.664062
     3.220340,      0.643279,      0.100000,      1.046202,    155.638260,     20.437258,      0.000000,  86434.929688
     3.389830,      0.667437,      0.100000,      1.041372,    158.342453,     25.547491,      0.000000,  85877.695312
     3.559320,      0.702979,      0.100000,      1.033183,    163.181030,     30.451382,      0.000000,  84935.148438
     3.728810,      0.747395,      0.100000,      1.021740,    170.111130,     34.521900,      0.000000,  83623.046875
     3.898310,      0.797550,      0.100000,      1.007192,    178.934525,     37.233063,      0.000000,  81963.296875
     4.067800,      0.849924,      0.100000,      0.990100,    189.250412,     38.086708,      0.000000,  80025.015625
     4.237290,      0.900821,      0.100000,      0.971539,    200.415878,     36.662067,      0.000000,  77934.960938
     4.406780,      0.946650,      0.100000,      0.952753,    211.633530,     32.711884,      0.000000,  75835.000000
     4.576270,      0.984190,      0.100000,      0.935419,    221.896881,     26.163990,      0.000000,  73913.164062
     4.745760,      1.010787,      0.100000,      0.921589,    230.019135,     17.213083,      0.000000,  72393.164062
     4.915250,      1.024571,      0.100000,      0.913479,    234.734528,      6.457361,      0.000000,  71507.273438
     5.084750,      1.024571,      0.100000,      0.912709,    235.056137,     -5.045023,      0.000000,  71424.359375
     5.254240,      1.010787,      0.100000,      0.919426,    230.855469,    -15.964837,      0.000000,  72162.898438
     5.423730,      0.984190,      0.100000,      0.932211,    222.992996,    -25.137375,      0.000000,  73575.882812
     5.593220,      0.946650,      0.100000,      0.948901,    212.821960,    -31.885473,      0.000000,  75432.968750
     5.762710,      0.900821,      0.100000,      0.967331,    201.645004,    -36.001816,      0.000000,  77499.085938
     5.932200,      0.849924,      0.100000,      0.985765,    190.489853,    -37.575409,      0.000000,  79581.648438
     6.101700,      0.797550,      0.100000,      1.002836,    180.153275,    -36.851742,      0.000000,  81524.648438
     6.271190,      0.747395,      0.100000,      1.017510,    171.244247,    -34.217911,      0.000000,  83206.507812
     6.440680,      0.702979,      0.100000,      1.029242,    164.183151,    -30.204731,      0.000000,  84559.210938
     6.610170,      0.667437,      0.100000,      1.037636,    159.196243,    -25.377401,      0.000000,  85531.445312
     6.779660,      0.643279,      0.100000,      1.042671,    156.351089,    -20.318224,      0.000000,  86116.546875
     6.949150,      0.632211,      0.100000,      1.044869,    155.420776,    -15.667105,      0.000000,  86371.523438
     7.118640,      0.631579,      0.100000,      1.044975,    155.762405,    -11.836534,      0.000000,  86382.804688
     7.288140,      0.631579,      0.100000,      1.043971,    156.669968,     -8.879164,      0.000000,  86266.335938
     7.457630,      0.631579,      0.100000,      1.042597,    157.757996,     -6.690929,      0.000000,  86107.562500
     7.627120,      0.631579,      0.100000,      1.041108,    158.830963,     -5.085973,      0.000000,  85935.960938
     7.796610,      0.631579,      0.100000,      1.039663,    159.803802,     -3.902652,      0.000000,  85769.539062
     7.966100,      0.631579,      0.100000,      1.038473,    160.615265,     -3.041841,      0.000000,  85632.992188
     8.135590,      0.631579,      0.100000,      1.037514,    161.279648,     -2.399043,      0.000000,  85523.109375
     8.305090,      0.631579,      0.100000,      1.036657,    161.840378,     -1.901207,      0.000000,  85425.148438
     8.474580,      0.631579,      0.100000,      1.035961,    162.296036,     -1.518559,      0.000000,  85345.843750
     8.644070,      0.631579,      0.100000,      1.035372,    162.671631,     -1.223842,      0.000000,  85278.945312
     8.813560,      0.631579,      0.100000,      1.034883,    162.981842,     -0.995337,      0.000000,  85223.625000
     8.983050,      0.631579,      0.100000,      1.034462,    163.238586,     -0.818674,      0.000000,  85176.273438
     9.152540,      0.631579,      0.100000,      1.034109,    163.454437,     -0.683939,      0.000000,  85136.648438
     9.322030,      0.631579,      0.100000,      1.033795,    163.635849,     -0.583502,      0.000000,  85101.843750
     9.491530,      0.631579,      0.100000,      1.033531,    163.794983,     -0.512303,      0.000000,  85072.242188
     9.661020,      0.631579,      0.100000,      1.033275,    163.933731,     -0.465060,      0.000000,  85044.648438
     9.830510,      0.631579,      0.100000,      1.033063,    164.063614,     -0.440747,      0.000000,  85020.539062
